Draft Pos Age YPro Team InPro 2JPro 3PPro InEff 2JEff 3PEff  OReb  DReb  BDom PassR PassE InDef PerDef  InFR PerFR FTEff GInj Updated
  9.7  C1  22    2  LAT  68.9  24.4   6.7 106.0  78.0  47.1  46.0  74.8  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D59-RSG42
  9.7  C1  22    2  LAT  68.9  24.4   6.7 106.0  78.0  47.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D61-RSG44
  9.7  C1  22    2  LAT  68.9  24.4   6.7 107.3  78.0  47.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D63-RSG46
  9.7  C1  22    2  LAT  68.9  24.4   6.7 107.3  78.0  46.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D66-RSG49
  9.7  C1  22    2  LAT  68.9  24.4   6.7 107.3  78.0  46.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  64.1    0 Y11-D68-RSG51
  9.7  C1  22    2  LAT  68.9  24.4   6.7 107.3  78.0  46.1  46.0  78.0  10.8  23.3  34.7 100.8   67.0  68.0  13.0  64.1    0 Y11-D72-RSG55
  9.7  C1  22    2  LAT  69.0  24.4   6.6 107.3  78.0  46.1  46.0  78.0  10.8  23.3  34.7 100.8   67.0  68.0  13.0  64.1    0 Y11-D76-RSG59
  9.7  C1  22    2  LAT  69.6  23.7   6.7 107.3  78.0  48.6  46.0  78.0  10.8  23.3  34.7 100.8   67.0  68.0  13.0  64.1    0 Y11-D77-RSG60
  9.7  C1  22    2  LAT  69.6  23.7   6.7 107.3  78.0  48.6  46.0  78.0  10.8  23.3  34.7 100.8   67.0  68.0  13.0  61.4    0 Y11-D78-RSG61
  9.7  C1  22    2  LAT  69.6  23.7   6.7 107.3  79.0  48.6  47.0  78.0  10.8  23.3  34.7 100.8   68.0  68.0  13.0  58.5    0 Y11-D81-RSG64
  9.7  C1  22    2  LAT  69.6  23.7   6.7 107.3  79.0  48.6  47.0  78.0  10.8  23.3  34.7 100.8   69.0  68.0  13.0  58.5    0 Y11-D87-RSG70
  9.7  C1  22    2  LAT  69.6  23.7   6.7 107.3  79.0  48.6  47.0  78.0  10.8  23.3  34.7 100.8   67.4  68.0  13.0  58.5    0 Y11-D89-RSG72
  9.7  C1  22    2  LAT  69.6  23.7   6.7 108.3  79.0  48.6  47.0  78.0  10.8  23.3  34.7 100.8   67.4  68.0  13.0  58.5    0 Y11-D91-RSG74
  9.7  C1  22    2  LAT  69.9  23.8   6.3 108.3  79.0  48.6  47.0  78.0  10.8  23.3  34.7 100.8   67.4  68.0  14.0  58.5    0 Y11-D94-RSG77
